TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
1122,high-performance computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
1330,High-Performance Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
274,Information and Coding Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1139,Information theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
198,Internet of Things,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
1218,Intrusion Detection,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
914,Language Models,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
336,Mobile Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
410,Number Theory,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
257,Programming Languages and Compilers,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1033,Secure Computation,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
895,Secure Internet of Things,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
330,Social Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1170,Surveillance,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.4 Privacy & Trust,
260,Threshold Signatures,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
989,Theory of Computation,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
261,Zero-knowledge Proofs,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1198,Scalable computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
615,Anthropomorphic test device,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
822,bio-inspired flow,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
807,Complex fluids,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
851,coupled,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
794,dislocations,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
864,fatigue,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
689,Fluid-structure interactions,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
411,Fluid-Structure Interactions,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
826,fish swimming,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
855,flow instrumentation,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
586,Hypersonics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
1195,hypersonics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
565,Impact/shock mitigation,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
611,Mechanisms prediction pedestrian,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
429,Mechatronics,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.2 Robotics,
653,Micro/nanomechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
609,Morphing structures/biomimetics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.4 Smart Structures,
1186,Occupant Protection,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
1226,Rotating Machinery,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.2 Vibration Control,
644,Rotating machinery,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.2 Vibration Control,
1324,Shock,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
892,Sports Injuries,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
891,Vehicle Crashworthiness,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
788,vehicle stability,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.3 Flight Mechanics,
658,Turbulence Multiphase Flow,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
1074,mechanical engineering,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
897,Bridge Engineering,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
861,coastal oceanography,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
898,Condition Assessment,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
859,Construction Engineering and Management,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
939,construction of expertise,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
180,Design,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.1 Engineering Design,
171,Infrastructure Condition Assessment,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
168,Flooding,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1222,flooding,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
745,Geophysical Mass Flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
1085,Geophysical mass flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
166,Hydroinformatics,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1220,hydroinformatics,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
184,Hydrological Extremes,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
931,Structural Design,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
888,Structural Health Monitorin,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
734,Structure Analysis,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
1213,Structure-Function relation,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
682,Structure-function relationships,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
805,Water chemistry,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
971,WASH,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
1127,Cytometry,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
399,Devices and Sensors,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
416,Emerging solid-state devices,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1145,HRC,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
1025,integrated antennas,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
1280,low power,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
390,Low Power Design,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
907,MEMS,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
671,Microfabrication and MEMS,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1123,Microfluidics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
839,Microcavities,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
838,Microresonators,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
901,microwave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
902,millimeter-wave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
984,photodetector,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
908,RF-MEMS,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
382,Sensors and Instrumentation,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
900,terahertz,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
1133,Thermoelectrics,4. Electrical & Electronics Engineering,4.4 Power & Energy Systems,4.4.2 Energy Storage,
405,Thin-Film and Flexible devices,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
956,visible light communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
1273,catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
105,Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
106,Electrocatalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1103,electrochemistry,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.1 Energy Systems,
549,Energy Conconversion,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.1 Energy Systems,
192,Energy Geotechnics,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.1 Soil Mechanics,
583,Energy Transport and Conversion,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.3 Thermodynamics,
1250,Heterogeneous Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1155,Heterogeneous catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
867,hydrogen,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
518,Hydrogen Embrittlement,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1105,inhibitors,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
132,Reaction Engineering,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
797,Solid-Liquid Interaction,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.4 Transport Phenomena,
1194,soot,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.4 Combustion,
978,Asset management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
713,Asset Management and Portfolio Design,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
1011,Bayesian Theory,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
502,Behavioral Decision-making,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
181,Behavioral Science,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1012,Decision Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
988,Econometrics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
949,Economics of Information,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
38,Entrepreneurship,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
366,Game Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
976,investment management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
1013,Forecasting Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
733,Sports Analytics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
1079,alternative grading,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
328,Behavioral Sensing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
1231,conflict resolution,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
461,Critical Methodologies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1228,deliberative democracy,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
292,Digital Humanities,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
457,Ethnography,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
876,Futures Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
496,Global Cultural Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
753,Leadership,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.4 Professional Development,
465,Media Studies Speculative Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
750,Motivation,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
751,Person-situation Dynamics,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
333,Positive Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.4 Digital Well-being,
974,Rural Development,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
1130,Science Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1275,socialization,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1276,sense of belonging,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
484,The LEGO(R) Group's Design Values,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.1 Engineering Design,
837,Transhumanism,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.4 History of Technology,
1179,American Math Soc,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
802,crime linkage,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
962,CPS,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
748,Data Assimilation Adjoints,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
507,Density Functional Theory,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
668,Design of Personnel Protective Equipment,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
899,Digital Image Correlation,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
771,Digital Twin,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
173,Digital Twins,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
1291,Engineering,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
691,Engineering mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
1240,engineering pedagogy,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
1173,Engineering Studies,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
1149,epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
801,event forecasting,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
800,event prediction,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
191,Field Instrumentation,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
598,Fire initiation propagation,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
919,First-principles,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
1034,Flipping Frenemies,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
578,Geometric Data Analysis,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
1242,GW-BSE,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.3 Quantum Systems,
631,Haptics,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
827,Infectious Disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1092,infectious disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1073,industrial ecology,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
1137,labor,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
938,laboratory ethnography,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1061,Lean,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
808,Life cycle assessment,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
202,Life Cycle Assessment,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
1050,life saving techniques,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
790,magnesium,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
768,MBE,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
1254,Multimodal Displays,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
30,Musculoskeletal Diseases,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1238,Nanoscience,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
1128,NBIC,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
154,Negative Emissions,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
407,Neuromorphic Computing,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
1095,Operations,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
1285,photoelectrochemistry,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
218,Polio eradication,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1224,Remote Sensing,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
926,Serious Games,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
870,Shape Analysis,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
828,Signal Transduction,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
561,Combinatorial synthesis,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
1167,Communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.4 Communication Systems,
216,Connected and Automated Vehicles,6. Civil & Environmental Engineering,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
1255,Tactile,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
793,texture,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
856,tomography,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
662,Tomography,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
219,Tracking immunity virus shedding,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
803,transplant analytics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
925,XAFS,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
767,XPS,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
1263,science,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1267,sub-threshold,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
1019,III-nitride,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
